prod_picture,prod_no,prod_external,cat_code,prodName,prod_price,prod_salesprice,brief_Desc,Other_Desc,Brand_id,Inventory,prod_hot,prod_latest,prod_special,Related,,,,新分類
SY132000F,SY132000F,N/A,12129,"Black Rose Precious Face Oil
黑玫瑰珍寵滋養精華油",5870,0,規格：25 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11210,,11210
EIGN40143,EZEIGN40143F,N/A,12129,"Eight Hour? Eight Hour Cream All-Over Miracle Oil
八小時輕感平衡油",1190,0,規格：100 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,11210,,11210
LA12814F,LA12814F,N/A,12129,"Cellular Swiss Ice Crystal Dry Oil
瑞士冰晶細胞新生精華",10070,0,規格：30 ml,la prairie莱珀妮,N/A,2,False,False,False,N/A,,11210,,11210
S29006070033F,S29006070033F,N/A,12129,"Facial Treatment Oil 50ml
青春修護精萃油",4360,0,規格：50 ml,SK-II,N/A,2,False,False,False,N/A,,11210,,11210
S29006054040F,S29006054040F,N/A,12130,"Whitening Spots Specialist Concentrate
極效超淨斑集中修護膠囊",3930,0,規格：28pcs,SK-II,N/A,2,False,False,False,N/A,,11211,,11211
SY150800F,SY150800F,N/A,12130,"Sisle?a Anti-Aging Concentrate Firming Body Care
抗皺活膚身體精華",11480,0,規格：150 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11211,,11211
SY145000F,SY145000F,N/A,12130,"Global Perfect Pore Minimizer
極致完美毛孔精華",5360,0,規格：30 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11211,,11211
SY153602F,SY153602F,N/A,12132,"Energizing Foaming Exfoliant for the Body
身體淨采磨砂凝露",3230,0,規格：200 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11310,,11310
LE24GD250R9F,LE24GD250R9F,N/A,12132,"RR BATH & SHOWER GEL
玫瑰皇后沐浴膠",700,0,規格：250 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,11310,,11310
LE24LC250R8F,LE24LC250R8F,N/A,12133,"ROSES ET R BODY MILK
玫瑰皇后身體乳",1000,0,規格：250 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,11320,,11320
SY153300F,SY153300F,N/A,12133,"Restorative Fluid Body Cream
紓身修護乳霜",4000,0,規格：150 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11320,,11320
3293400,EZ3293400F,N/A,12133,"Green Tea Refreshing Body Lotion
綠茶身體乳",500,0,規格：200 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,11320,,11320
SY129800F,SY129800F,N/A,12133,"Neck Cream
美頸霜",4420,0,規格：50 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11320,,11320
4372400,EZ4372400F,N/A,12133,"Green Tea Honey Drops Body Cream
綠茶沐湯蜜滴舒體霜",800,0,規格：250 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,11320,,11320
LE01CP200K9F,LE01CP200K9F,N/A,12133,"ULTRA RICH BODY CREAM
乳油木身體霜",1520,0,規格：200 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,11320,,11320
LE01LC250KAF,LE01LC250KAF,N/A,12133,"SHEA UR BODY LOTION
乳油木身體乳",1000,0,規格：250 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,11320,,11320
GREB424114,EZGREB424114F,N/A,12133,"Green Tea Honey Drops Body Cream Jumbo (Jar)
綠茶沐湯蜜滴舒體霜大包裝",1180,0,規格：400 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,11320,,11320
EZGTLB40003F,EZGTLB40003F,N/A,12133,"Green Tea Nectarine Honey Drop Cream
伊麗莎白雅頓綠茶甜桃蜜滴舒體霜",800,0,規格：250 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,11320,,11320
SY165002F,SY165002F,N/A,12135,"SY Phytobuste+Décolleté
緊實美胸霜",6970,0,規格：50 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11340,,11340
CN159118F,CN159118F,N/A,12137,"Body Shaping Cream
比基尼美體霜",2040,0,規格：200 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,11360,,11360
CN108620F,CN108620F,N/A,12137,"Extra Firming Neck Cream (2015 Version) - TR Exclusive Size
性感美頸霜",3220,0,規格：75 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,11360,,11360
CN80007886F,CN80007886F,N/A,12137,"BEAUTIFUL PREGNANCY
美麗孕期護理套組",4350,0,規格：竹子精華身體去角質霜(200 ml) + 宛若新生除紋霜(200 ml) + 身體調和護理油(100 ml),Clarins克蘭詩,N/A,2,False,False,False,N/A,,11360,,11360
SY166500F,SY166500F,N/A,12137,"CelluliNov
密集纖盈勻體精華",6040,0,規格：200 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11360,,11360
SY131401F,SY131401F,N/A,12141,"Confort Extreme Nutritive Handcare with Harpagophytum
極致潤澤護手精華",2550,0,規格：75 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11410,,11410
LE01MA150KAF,LE01MA150KAF,N/A,12141,"SHEA HAND CREAM
乳油木護手霜",930,0,規格：150 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,11410,,11410
LE24MA075R8F,LE24MA075R8F,N/A,12141,"RR HAND & NAIL CREAM
玫瑰皇后護手霜",700,0,規格：75 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,11410,,11410
SY151400F,SY151400F,N/A,12141,"Sisle?a Global Anti-Age Hand Care SPF10
抗皺活膚纖手精華",4250,0,規格：75 ml,Sisley 希思黎,N/A,2,False,False,False,N/A,,11410,,11410
CN80012041F,CN80012041F,N/A,12153,"Soft Moisture Toner with Apple Vinegar
舒緩爽膚水",1030,0,規格：200 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,11620,,11620
CN80012047F,CN80012047F,N/A,12153,"Fresh Moisture Toner with Apple Vinegar
清新爽膚水",1030,0,規格：200 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,11620,,11620
CN306510F,CN306510F,N/A,12157,"Anti Fatigue Eye Serum
男仕高動能神采賦活眼露",1300,0,規格：20 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,11660,,11660
A0100400,EZA0100400F,N/A,12161,"HOLIDAY BLOCKBUSTER Beauty on the Go
眼唇彩盤旅行組",1500,0,"規格：.09 oz / 3 ml Ceramide Lash Extending Treatment Mascara - Black 
1.7 Fl Oz / 50 ml All gone Eye &amp; Lip Make-Up Remover 
.13 Fl Oz / 4 ml BC Luminous Lip gloss - Precious Petal",Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,12100,,12100
CN80011581F,CN80011581F,N/A,12161,BB Beauty Perfector SPF30/PA+++ Shade 01 Fair,1360,0,規格：30 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,12100,,12100
S29006064940F,S29006064940F,N/A,12161,"Auractivator CC Cream
光感煥白CC霜",2180,0,規格：30 g,SK-II,N/A,2,False,False,False,N/A,,12100,,12100
CN80011583F,CN80011583F,N/A,12161,BB Beauty Perfector SPF30/PA+++ Shade 02 Natural,1360,0,規格：30 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,12100,,12100
CN80015199F-1,CN80015199F,N/A,12183,"MAKEUP VANITY KIT (2016)
華麗旅行彩妝盒",1770,0,規格：1 g + 3 ml + 6 g + 6 g + 2.5 ml,Clarins克蘭詩,N/A,2,False,False,False,N/A,,12400,,12400
"C66478856200F-1,C66478856200F-2",C66478856200F,N/A,12211,"Chloé Miniatures Coffret
蔻依迷你禮盒",1750,0,規格：Love Story 香水(7.5 ml) + Chloé 香水(5 ml) + Roses de Chloé 淡香水(5 ml) + Chloé 淡香水(5 ml),Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13110,13110
GRESW42004,EZGRESW42004F,N/A,12211,"Green Tea Value Set
綠茶香水套裝",1600,0,規格：100ml+200ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13110,13110
MJ5878964900F,MJ5878964900F,N/A,12211,"Marc Jacobs Daisy Miniatures Coffret
莫杰 Daisy 迷你禮盒",1750,0,規格：4 ml x 4,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13110,13110
CK6579424400F-65794244000_CK-Corporate-1H16-Womens_Individual-Coffret_front,CK6579424400F,N/A,12211,"Calvin Klein Miniatures Coffret for Women
卡爾文克雷恩女士迷你禮盒",1650,0,規格：ck one 淡香水(10 ml) +  euphoria 淡香水(5 ml) + 全新ck2淡香水(10 ml) + endless euphoria香水(5 ml) + Eternity 香水(5 ml),Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13110,13110
MJ5878965000F,MJ5878965000F,N/A,12211,"Marc Jacobs Miniatures Coffret
莫杰迷你禮盒",1750,0,規格：4 ml × 4,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13110,13110
7618421,EZ7618421F,N/A,12211,"Green Tea Duo Set
綠茶香水雙支特惠組",1020,0,規格：30ml × 2,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13110,13110
EZGRESW13008F,EZGRESW13008F,N/A,12211,"Green Tea Spray Trio Set
綠茶香水三件套裝",2050,0,規格：50ml × 3-Ori ginal  green Tea + Cherry Blossom + Honeysuckle,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13110,13110
GRESY15001,EZGRESY15001F,N/A,12211,"Green Tea Trio Set
新綠茶香水三件套裝",2050,0,規格：green Tea Yuzu(50 ml) +  green Tea Bamboo (50 ml) + Ori ginal  green Tea(50 ml),Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13110,13110
ARDSW25106,EZARDSW25106F,N/A,12211,"5th Avenue Special Value Set
第五大道香水套裝組",1680,0,規格：75 ml + 100 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13110,13110
FFIS25113,EZFFISW25113F,N/A,12211,"Elizabeth Arden Perfume Gift Collection
伊麗莎白雅頓經典小香水組",1490,0,規格：5ml + 3.7ml + 5ml + 3.7ml + 5ml + 7.5ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13110,13110
MJ5847533100F,MJ5847533100F,N/A,12190,Marc Jacobs Daisy Dream EDT雛菊之夢女性淡香水,3110,0,規格：100 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13230,13230
"EZ2688400F-1,EZ2688400F-2",EZ2688400F,N/A,12190,"Green Tea Scent Spray
綠茶香水",1530,0,規格：100 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13220,13220
GTLF40001,EZGTLF40001F,N/A,12190,"Green Tea Nectarine EDT Spray
綠茶甜桃香水",1530,0,規格：100ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13230,13230
GCBF40002,EZGCBF40002F,N/A,12190,"Green Tea Cherry Blossom Eau de Toilette Spray
綠茶櫻花香水",1530,0,規格：100 ml,Elizabeth Arden 伊麗莎白雅頓,N/A,2,False,False,False,N/A,,#N/A,13220,13220
C66499059400F,C66499059400F,N/A,12190,"Chloé EDP
蔻依經典淡香精",4910,0,規格：125 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13210,13210
CK5793929000F,CK5793929000F,N/A,12190,"Calvin Klein Eternity Now for Women EDP
卡爾文克雷恩即刻永恆女性淡香精",2000,0,規格：50 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13210,13210
BV50250F,BV50250F,N/A,12190,"Goldea EDP
金漾女性淡香精",4630,0,規格：90 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13210,13210
C6649804080F,C6649804080F,N/A,12190,"Signature Eau de Parfum
蔻依女用香氛",2860,0,規格：50 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13260,13260
LE24ET075R9F,LE24ET075R9F,N/A,12190,"ROSES R EAU DE TOILETTE
玫瑰皇后淡香水",1700,0,規格：75 ml,L'Occitane 歐舒丹,N/A,2,False,False,False,N/A,,#N/A,13230,13230
CK5793936000F,CK5793936000F,N/A,12190,"Calvin Klein Eternity Now for Women EDP
卡爾文克雷恩即刻永恆女性淡香精",2690,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13210,13210
C64990377000F,C64990377000F,N/A,12190,"Chloé EDT
蔻依女性淡香水",2580,0,規格：50 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13230,13230
MJ5878954200F,MJ5878954200F,N/A,12190,"Marc Jacobs Daisy Dream Forever EDP
小雛菊之夢永恆淡香精",2880,0,規格：50 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13210,13210
MJ5899200100F,MJ5899200100F,N/A,12190,"Marc Jacobs Daisy Dream Forever EDP
小雛菊之夢永恆淡香精",3690,0,規格：100 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13210,13210
C64990380000F,C64990380000F,N/A,12190,"Chloé EDT
蔻依女性淡香水",3120,0,規格：75 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13230,13230
BV92252F,BV92252F,N/A,12190,"Crystalline EDT
晶瑩純香女性淡香氛",2680,0,規格：65 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13230,13230
C66466700000F,C66466700000F,N/A,12190,"Chloé EDT
蔻依女性淡香水",4420,0,規格：125 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13230,13230
MJ580912001F,MJ580912001F,N/A,12190,"Daisy EDT
小雛菊淡香水",3110,0,規格：100 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13230,13230
MJ587882030F,MJ587882030F,N/A,12190,"Daisy Eau So Fresh EDT
清甜小雛菊淡香水",3240,0,規格：125 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13230,13230
C6649930070F,C6649930070F,N/A,12190,"Fleur de Parfum EDP
蔻依玫瑰之心淡香精",2860,0,規格：50 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13210,13210
CK6579218700F,CK6579218700F,N/A,12190,"CK One Red for Her
卡雷優燃情女士香水",1740,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13220,13220
C66400149300F,C66400149300F,N/A,12190,"Roses de Chloe
蔻依女士淡香氛",2480,0,規格：50 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13260,13260
C6649970010F,C6649970010F,N/A,12190,"Fleur de Parfum EDP
蔻依玫瑰之心淡香精",3460,0,規格：75 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13210,13210
C66400149400F,C66400149400F,N/A,12190,"Roses de Chloé EDT
蔻依玫瑰女性淡香水",3270,0,規格：75 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13230,13230
C66478811700F,C66478811700F,N/A,12190,"Love Story
愛語女士香氛",2860,0,規格：50 ml,Chloé 蔻依,N/A,2,False,False,False,N/A,,#N/A,13230,13230
MJ580812001F,MJ580812001F,N/A,12190,Daisy EDT雛菊女士淡香氛,2400,0,規格：50 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13230,13230
MJ5847533500F,MJ5847533500F,N/A,12190,Daisy Dream EDT雛菊夢境女士淡香水,2400,0,規格：50 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13230,13230
MJ587882020F,MJ587882020F,N/A,12190,"Daisy Eau So Fresh
雛菊花語女用淡香水",2580,0,規格：75 ml,Marc Jacobs 莫杰,N/A,2,False,False,False,N/A,,#N/A,13230,13230
CK6509400000F,CK6509400000F,N/A,12197,CK Free EDT飛男士淡香水,1830,0,規格：50 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB013A01F,MB013A01F,N/A,12197,"LEGEND SPIRIT EDT
傳奇白朗峰男仕淡香水",2610,0,規格：100 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK5793965000F,CK5793965000F,N/A,12197,"Calvin Klein Eternity Now for Men EDT
卡爾文克雷恩即刻永恆男性淡香水",1820,0,規格：50 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK6509400100F,CK6509400100F,N/A,12197,"ck free EDT
飛男士淡香水",2340,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK6579424500F-65794245000_CK-Corporate-1H16-Mens-Individual-Coffret_front,CK6579424500F,N/A,12197,"Calvin Klein Miniatures Coffret for Men
卡爾文克雷恩男士迷你禮盒",1650,0,規格：euphoria 男士淡香水(10 ml)+ ck one 淡香水(10 ml)+ Eternity 男士淡香水(10 ml)+ 全新 ck2 淡香水(10 ml)+ ck free 淡香水(10 ml),Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV97107F,BV97107F,N/A,12197,"BLACK COLOGNE EDT
當代冰海男性古龍淡香水",2130,0,規格：60 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV97151F,BV97151F,N/A,12197,"BLACK COLOGNE EDT
當代冰海男性古龍淡香水",2850,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK5793967000F,CK5793967000F,N/A,12197,"Eternity Now for Men EDT
卡爾文克雷恩即刻永恆男性淡香水",2470,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB005A01F,MB005A01F,N/A,12197,"STARWALKER EDT
星際旅者男性淡香水",2385,0,規格：75 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB008A01F,MB008A01F,N/A,12197,"LEGEND EDT
傳奇男性淡香水",2610,0,規格：100 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV97106F,BV97106F,N/A,12197,"MAN IN BLACK EDP
當代真我男性淡香氛",2250,0,規格：60 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13320,13320
CK6579223300F,CK6579223300F,N/A,12197,"CK One Red for Him
卡雷優燃情男士香水",1740,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13320,13320
BV97156F,BV97156F,N/A,12197,"MAN IN BLACK EDP
當代真我男性淡香氛",2980,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13320,13320
BV97102F,BV97102F,N/A,12197,"MAN EDT
紳士男性淡香氛",1960,0,規格：60 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV97152F,BV97152F,N/A,12197,"MAN EDT
紳士男性淡香氛",2720,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB008A02F,MB008A02F,N/A,12197,"LEGEND EDT
傳奇男性淡香水",1800,0,規格：50 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB008A06F,MB008A06F,N/A,12197,"LEGEND INTENSE EDT
傳奇男士淡香水加強版",2880,0,規格：100 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV97105F,BV97105F,N/A,12197,"MAN EXTREME EDT
非常紳士淡香氛",1960,0,規格：60 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV97155F,BV97155F,N/A,12197,"EXTREME EDT
非常紳士淡香氛",2720,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV91102F,BV91102F,N/A,12197,"AQVA POUR HOMME
水能量男性淡香水",1960,0,規格：50 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB010A01F,MB010A01F,N/A,12197,"EMBLEM EDT
萬寶龍男性淡香水",2790,0,規格：100 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
MB010E01F,MB010E01F,N/A,12197,"EMBLEM INTENSE EDT
男性淡香水加強版",2970,0,規格：100 ml,Montblanc 萬寶龍,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV91152F,BV91152F,N/A,12197,"AQVA POUR HOMME
水能量男性淡香水",2720,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV91302F,BV91302F,N/A,12197,"AQVA POUR HOMME MARINE EDT
活力海洋能量男性淡香水",1960,0,規格：50 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV91352F,BV91352F,N/A,12197,"AQVA POUR HOMME MARINE EDT
活力海洋能量男性淡香水",2720,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV88159F,BV88159F,N/A,12197,"BLV POUR HOMME EDT
藍茶男性淡香水",2720,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV83150F,BV83150F,N/A,12197,"POUR HOMME EDT
大吉嶺男性淡香水",2810,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV83370F,BV83370F,N/A,12197,"POUR HOMME EXTREME EDT
大吉嶺極緻男性淡香水",2810,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV83156F,BV83156F,N/A,12197,"POUR HOMME SOIR EDT
大吉嶺夜香男性淡香水",2810,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK6560440000F,CK6560440000F,N/A,12204,"CK Be
卡萊比淡香水",1740,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,True,N/A,,#N/A,13330,13330
BV47350F,BV47350F,N/A,12204,"EAU PARFUMéE AU THé BLEU EDC
藍茶中性古龍水",2720,0,規格：75 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13340,13340
CK6579476000F-65794760000 ck one gold 100ml,CK6579476000F,N/A,12204,"ck one gold EDT
卡雷優淡香水(炫金限量版)",1740,0,規格：100 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV47250F,BV47250F,N/A,12204,"EAU PARFUMéE AU THé BLANC EDC
白茶中性古龍水",2720,0,規格：75 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13340,13340
BV47150F,BV47150F,N/A,12204,"EAU PARFUMéE AU THé VERT EDC
綠茶中性古龍水",2720,0,規格：75 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,#N/A,13340,13340
CK6599805000F-65998050000  ck one gold 200ml,CK6599805000F,N/A,12204,"ck one gold EDT
卡雷優淡香水(炫金限量版)",2470,0,規格：200 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK6560743000F,CK6560743000F,N/A,12204,"ck one EDT
卡萊優淡香水",2470,0,規格：200 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
CK6560443000F,CK6560443000F,N/A,12204,"ck be EDT
卡萊比淡香水",2470,0,規格：200 ml,Calvin Klein 卡爾文克雷恩,N/A,2,False,False,False,N/A,,#N/A,13330,13330
BV40251F,BV40251F,N/A,12192,"MON JASMIN NOIR EDP
我的夜茉莉女士香氛",3660,0,規格：75 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13220,,13220
BV50211F,BV50211F,N/A,12192,"ROSE GOLDEA EDP
玫瑰金漾淡香精",3360,0,規格：50 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13220,,13220
BV50251F,BV50251F,N/A,12192,"ROSE GOLDEA EDP
玫瑰金漾淡香精",4630,0,規格：90 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13220,,13220
BV82241F,BV82241F,N/A,12192,"ROSE ESSENTIELLE EDP
寶格麗玫香女士香氛",4210,0,規格：100 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13220,,13220
BV50210F,BV50210F,N/A,12192,"GOLDEA EDP
金漾女性淡香精",3360,0,規格：50 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13220,,13220
BV51210F,BV51210F,N/A,12193,"OMNIA PARAIBA EDT
晶欣女性淡香氛",2210,0,規格：40 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13230,,13230
BV40212F,BV40212F,N/A,12193,"MON JASMIN NOIR L'EAU EXQUISE EDT
水漾夜茉莉女士淡香氛",2380,0,規格：50 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13230,,13230
BV40252F,BV40252F,N/A,12193,"MON JASMIN NOIR L'EAU EXQUISE EDT
水漾夜茉莉女士淡香氛",3100,0,規格：75 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13230,,13230
BV44250F,BV44250F,N/A,12193,"OMNIA CORAL EDT
晶艷女性淡香氛",2680,0,規格：65 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13230,,13230
BV95251F,BV95251F,N/A,12193,"OMNIA AMETHYSTE EDT
紫晶純香女性淡香氛",2680,0,規格：65 ml,BVLGARI 寶格麗,N/A,2,False,False,False,N/A,,13230,,13230
