prod_picture,prod_no,prod_external,cat_code,prodName,prod_price,prod_salesprice,brief_Desc,Other_Desc,Brand_id,Inventory,prod_hot,prod_latest,prod_special,Related,,,,新分類
4711158470053,4711158470053,N/A,12508,祐益台灣高山包種茶酒,1150,0,"此款由天然高山茶為主要原料，高山包種茶是在天然有機無農藥培植環境下，精選孕育出含有單寧酸及六種兒茶素等多種精華成分，揉合茶葉的清香溫潤和美酒的醉人方沁，呈清透迷人晶瑩高貴的琥珀色，酒質輕透，溫順入喉，口感甘醇豐郁。
規格：盒裝
產地：台灣
容量：2X400ml
種類：茶酒",祐益 ,N/A,5,False,False,False,N/A,,65300,,65300
546530000327F,546530000327F,N/A,12282,"The Finest Bordeaux Selection
精選法國酒莊紅酒套組",1300,0,"精選法國酒莊紅酒套組。
規格：盒裝
產地：法國
容量： 3X37.5cl
種類：紅酒",禮盒組,N/A,5,False,False,False,N/A,,63100,,63100
3185370273333,3185370273333,N/A,12284,"CHAMPAGNE VINTAGE 2006
香檳王2006年份香檳",5605,5110,"淡雅的花果輕香競相綻放，旋即流溢出果脯蜜餞、成熟干草以及微妙的烘培氣息和甘草味。飽滿醇厚的口感令人印象深刻。富於張力與變幻的口感使酒體更顯復雜與銳利，奶油氣息更顯絲滑。最終以一抹海鹽氣息相伴的獨特微苦完美收尾
規格：單瓶
產地：法國
容量 ：  750 ml
種類：香檳 ",DOM PERIGNON 唐培裡儂,N/A,3,False,False,False,N/A,,63300,,63300
258064004282F,258064004282F,N/A,12284,"GRANDE CUVEE
陳年香檳",5920,5550,"全球最頂級的香檳。此款香檳是酒質融合最多的香檳，由多重年份混和釀造，採用50個不同地塊的葡萄，匯聚6-10個不同年份調製而成，且至少窖藏陳年6年以上才能夠面市。故賦與其錯綜複雜、細緻優雅的風格。誘人的濃郁柑橘香氣，伴隨濃郁奶油香味，充斥著堅果仁、烤吐司風味的餘韻綿密悠長，最後在清新花香中結束，令人心神嚮往。
規格：單瓶
產地：法國
容量 ：  750 ml
種類：香檳 ",KRUG 庫克,N/A,3,False,False,False,N/A,,63300,,63300
"049614041136F-1,049614041136F-2",049614041136F,N/A,12284,"LA GRANDE DAME BRUT
香檳貴婦",4500,0,"視覺： 呈現淡淡的金黃色的同時，微微閃爍著的綠色彰顯高貴。香檳晶瑩剔透，有著難以置信的細膩氣泡。嗅覺： 初聞可以感受到明顯的礦物質基調，兼有格調高貴的果香(白桃，佛手柑)和出眾的濃郁度。 晃杯后即轉化為縷縷可口豐盈的奶油蛋捲，奶油杏仁糖，杏子，香草，赤素馨花和茉莉的香氣。味覺： 白堊礦物質般的氣息縈繞於馥郁豐盈的酒體結構中。 餘韻清新大氣，映射出微量補糖的同時，亦完美地保持了香檳酒體天然的平衡。
規格：單瓶
產地：法國
容量 ：  750 ml
種類：香檳 ",VEUVE CLICQUOT 凱歌,N/A,3,False,False,False,N/A,,63300,,63300
3028130065550,3028130065550,N/A,12286,"CAMUS ICE APPLE WINE
品尼可莊園頂峰精選蘋果冰酒",1770,0,"品尼可酒莊位於加拿大魁北克的東部，是一個由家族獨立擁有的蘋果園和酒莊。我們致力於釀製全世界最出色的蘋果冰酒。""頂峰精選""是採用品尼可山頂峰最高果園的蘋果精心釀製調配而成的蘋果冰酒，可以作為餐前開胃酒或與甜點搭配的餐後酒，也可以配以各種菜餚飲用。夏天理想的生長條件和冬天的嚴寒成就了這款令人驚嘆大自然的瓊漿，帶給你全新的怡人口感。 純正的金色帶有一點琥珀色，香氣馥郁，層次豐富，擁有出色的酸甜平衡度，口感清爽。 冰鎮(5℃)後搭配乳酪，鵝肝和甜品是一款完美的餐後酒。

規格：單瓶
產地：加拿大
容量：375( ml)
種類：葡萄酒",CAMUS 卡慕,N/A,5,False,False,False,N/A,,63500,,63500
060121440265F,060121440265F,N/A,12289,"SPELT GRAIN VODKA
斯佩特小麥伏特加",1720,1204,"這是世界上第一支蘊藏著靈魂的酒款。由Stephen Sparrow創辦的雪豹斯佩特小麥伏特加，不僅是一款溫潤香甜的奢華伏特加烈酒，從誕生之初，它就被賦予拯救瀕臨絕種的大型貓科動物「雪豹」之重責大任。濃烈的道德使命感，結合頂級斯佩特小麥、六次蒸餾所成就的純淨酒質，因而深受英國皇室家族愛戴，舉凡皇宮宴客、皇室婚禮，都能見到雪豹斯佩特小麥伏特加的身影                                                                                                        規格：單瓶
產地：波蘭
容量 ： 1000 ml 
種類：Vodka",SNOW LEOPARD 雪豹,N/A,5,False,False,False,N/A,,64200,,64200
080480280017F,080480280017F,N/A,12289,"VODKA 
原味伏特加",1620,0,"100% 採用法國穀物最佳產區 “La Beauce” 的純淨優質小麥。及源自於法國 “Massif Central Mountains”流經干邑區的自然泉水，經過香檳區石灰層的自然過濾，呈現其無與倫比的自然純淨。
Grey Goose 在專業伏特加調配師的監製下，經過 5 次蒸餾所釀製精萃而成。   
規格： 單瓶
產地：法國
容量：1000 ml
種類：伏特加 ",GREY GOOSE 灰雁,N/A,5,False,False,False,N/A,,64200,,64200
0087116069817,0087116069817,N/A,12289,"VODKA
原味頂級伏特加",1340,0,"雪樹為世界上第一款頂級奢華伏特加，使用波蘭頂級黃金裸麥與純淨水源釀製而成。散發淡香草與融化奶油的芬芳，飽滿圓潤的口感，帶有天鵝絨般的觸感；入口後香草、甜味，白胡椒與香料氣息交錯散發，帶著杏仁、凝結奶油與堅果的迷人尾韻。瓶身以波蘭總統官邸矗立於白雪美景為設計，傳達其頂級奢華的品質與優雅迷人之皇家風範。
規格：單瓶
產地：波蘭
容量：1000 ml
種類：伏特加 ",BELVEDERE 雪樹,N/A,5,False,False,False,N/A,,64200,,64200
5010677716000,5010677716000,N/A,12290,"SAPHIRE GIN
藍鑽特級琴酒",660,0,"源自1761年的配方，  100% 天然蘇格蘭穀類酒，添加純淨威爾斯凡尼湖泉水， 完美結合 10 種來自世界各地的精選天然草本植物精華，使用汽鍋頭製鎦法 (全世界僅存四套，只獨家供龐貝藍鑽特級琴酒使用)創造細緻口感
規格：單瓶
產地：蘇格蘭
容量：750 ml
種類：琴酒 ",BOMBAY 龐貝,N/A,5,False,False,False,N/A,,64300,,64300
823501500030F,823501500030F,N/A,12292,"BAILEYS CARAMEL
焦糖甜酒",680,0,"僅使用指定牧場的40，000頭愛爾蘭奶牛，確保您在任何國度喝到的貝禮詩香甜酒中的奶油均來自愛爾蘭。為確保新鮮，牛奶會在36小時內元送到貝禮詩香甜酒工廠，並在第一時間內混合成奶油，添加至愛爾蘭威士忌中。
規格：單瓶
產地：愛爾蘭
容量  ：  1000 ml
種類：奶酒 ",BAILEYS 貝禮詩,N/A,3,False,False,False,N/A,,64500,,64500
010677960045F,010677960045F,N/A,12292,"STRAWBERRY DAIQUIRI RUM
草莓黛克麗蘭姆酒",720,0,"來自於百加得熱帶調酒黛克麗，完美比列只需添加冰塊，即可立即享用.                                                 
規格： 單瓶
產地：波多黎各
容量：1000 ml
種類：蘭姆酒 ",BACARDI 百加得,N/A,5,False,False,False,N/A,,64500,,64500
"011013506163F-1,011013506163F-2",011013506163F,N/A,12292,"BAILEYS COFFEE
貝禮詩香甜酒-咖啡",695,0,"起源於1974年，來自純淨的愛爾蘭品牌，是全球最暢銷的香甜酒品牌。貝禮詩只使用最優質的原材料製作，包括新鮮的愛爾蘭鮮奶油，愛爾蘭優質威士忌，佐以香草及可可濃郁香氣造成口感香醇濃厚，順而不膩的貝禮詩香甜酒。

規格：單瓶
產地：愛爾蘭
容量：1000( ml)
種類：威士忌",BAILEYS 貝禮詩,N/A,3,False,False,False,N/A,,64500,,64500
781682180678F,781682180678F,N/A,12294,"TAKACHO JUNMAI DAIGINJO
鷹長 純米大吟釀",1500,0,"藉由純淨的地下水及來自葛城金剛山脈獨特的酒米，鷹長大吟釀呈現米本身色彩原有的特質。鷹長大吟釀通過特殊的過濾製法，將芳醇的香味保存的非常完好，能帶來新的品酒體驗的「鷹長」將顛覆日本酒的概念。                
規格：單瓶
產地：日本
容量  :  720ml
種類：清酒",TAKACHO 鷹長,N/A,3,False,False,False,N/A,,65500,,65500
969265712102F,969265712102F,N/A,12294,神鷹大吟釀,1980,0,"採用產於兵庫縣著名的酒米之王「山田錦」大米為主原料在釀酒佳季「大寒」時節釀製的神鷹清酒之極品。其最大的特點為日本酒素有的「像水一樣清麗的酒」一般極為淡麗，有著並非一般大吟釀能夠比擬之極為細緻淡麗的口感和濃郁的果香。
規格：單瓶
產地：日本
容量：720 ml 
種類：清酒",明石信 ,N/A,3,False,False,False,N/A,,65500,,65500
905846114637F,905846114637F,N/A,12295,"CHOYA GOLD EDITION
蝶矢金箔梅酒",2100,0,"日本傳統的青梅利口酒。 原材料：使用嚴選大粒的紀州產南高梅，白蘭地，砂糖， 金箔.                    
規格：單瓶
產地：台灣
容量 ：  500 ml
種類：梅酒 ",CHOYA 蝶矢,N/A,3,False,False,False,N/A,,65600,,65600
711158470206F,711158470206F,N/A,12295,祜益梅酒,550,0,"精選優質天然青梅為原料，再添入高純度冰糖，結合古法與最先進科技釀造技術製造而成。酒色金黃，飽滿的酸度、濃醇的酒氣和既有的果香甜味平衡得極為濃郁，入口清香撲鼻。
規格：盒裝
產地：台灣
容量：600ml
種類：梅酒",祐益 ,N/A,5,False,False,False,N/A,,65600,,65600
4905846114354,4905846114354,N/A,12295,"CHOYA ROYAL HONEY
蝶矢蜂蜜梅酒",900,0,"日本傳統的青梅利口酒。 原材料：蜂蜜、青梅、食用酒精、蜂皇漿 100%使用天然的蜂蜜和蜂皇漿。不使用白砂糖 青梅是100%使用日本有名的南高梅

規格：單瓶
產地：日本
容量：700 ml
種類：梅酒",CHOYA 蝶矢,N/A,3,False,False,False,N/A,,65600,,65600
4905846112527,4905846112527,N/A,12295,"CHOYA EXTRA SHISO
蝶矢熟成紫蘇梅酒",660,0,"日本傳統的青梅利口酒。 原材料：青梅、白砂糖、食用酒精、紫蘇抽出液、蔬菜色素 成熟期間：2--3年 青梅是100%使用日本有名的南高梅

規格：單瓶
產地：日本
容量：700 ml
種類：梅酒",CHOYA 蝶矢,N/A,3,False,False,False,N/A,,65600,,65600
969265767973F,969265767973F,N/A,12295,白蘭地梅酒,580,0,"擁有300多年家族釀酒工藝的日本江井ケ嶋酒造採用在山梨縣Charmant酒莊手工釀製並熟成7年之久的白蘭地，再加上國產精選的當季青梅於自家的燒酒原酒調和而成。 她既不會像市面上的普通梅酒過度的甜膩，而是給品酒者帶來平衡的甜度、酸度和白蘭地與青梅的香氣。適合加冰塊或冰鎮更好喝。
規格：單瓶
產地：日本
容量：500 ml 
種類：梅酒",明石信 ,N/A,5,False,False,False,N/A,,65600,,65600
969265744158F,969265744158F,N/A,12295,紅酒梅酒,580,0,"信紅酒梅酒是擁有300多年家族釀酒工藝的日本江井ケ嶋酒造的獨創自信傑作。用100%日本國產青梅所釀造的梅酒原酒，加上江井ヶ嶋酒造在著名的山梨縣Charmant葡萄園手工釀製之紅酒，調和成完美的比例。口感不甜膩，喝起來十分清爽並帶點青梅之微酸香氣，口感層次豐富，讓人忍不住一杯接著一杯。適合加冰塊或冰鎮更好喝。
規格：單瓶
產地：日本
容量：500 ml 
種類：梅酒",明石信 ,N/A,5,False,False,False,N/A,,65600,,65600
4905846111278,4905846111278,N/A,12295,"CHOYA EXTRA YEARS
蝶矢熟成梅酒",600,0,"日本傳統的青梅利口酒。 原材料：青梅、白砂糖、食用酒精 成熟期間：2--3年 青梅是100%使用日本有名的南高梅

規格：單瓶
產地：日本
容量：700 ml
種類：梅酒",CHOYA 蝶矢,N/A,5,False,False,False,N/A,,65600,,65600
4905846112206,4905846112206,N/A,12295,"CHOYA  PREMIUM UMESHU LIMITD EDITION
蝶矢限定熟成梅酒",1300,0,"日本傳統的青梅利口酒。 原材料：青梅、白砂糖、食用酒精 成熟期間：2--3年 青梅是100%使用日本有名的南高梅 限定版商品

規格：單瓶
產地：日本
容量：720 ml
種類：梅酒",CHOYA 蝶矢,N/A,5,False,False,False,N/A,,65600,,65600
719867692070P-1,719867692070P,N/A,12297,鳥語茶香禮盒2入,3570,0,"高冷茶為孕育自上千公尺高海拔的高冷茶園區，在雲霧飄渺、日照充裕的清雅中而來的，終年籠罩於低溫環境，平均日照短，致使茶樹生長趨於緩慢，「茶胺酸、等甘味成份含量提高，降低苦澀茶單寧，醞釀出冷冽清香。 
產地：台灣
容量：110 g × 2
保存期限：二年",品香,N/A,5,False,False,False,N/A,,#N/A,51400,51400
"717095090552P-1,717095090552P-2",717095090552P,N/A,12297,蜜桃烏龍茶 2.5g*20入,350,0,"香甜氣息的水蜜桃融入台灣高山烏龍茶，帶來浪漫茶飲新感受。看的見茶包內果粒滾動，清甜茶香一喝上癮！
產地：台灣
容量：2.5 g × 20入
保存期限：2年",午茶夫人,N/A,5,False,False,False,N/A,,#N/A,51100,51100
719867692063P-1,719867692063P,N/A,12297,鳥語茶香禮盒6入,10050,0,"此系列以嚴選台灣著名六大高海拔山頭所孕育的頂級茶品為訴求，「梨山、杉林溪、阿里山、合歡山、大禹嶺、奇萊山」各山嶺間相異的海拔高度所散逸出的不同氣度，對應出「楓、竹、杉、梅、松、百合」植物，也各代表了「赤腹山雀、藪鳥、粟背林鴝、酒紅朱雀、台灣小鶯、金翼白眉」六種山林鳥禽，如此迥異的自然生態景緻，凝聚出各賦特色的台灣高冷茗茶，幻化締造出喉韻口感各具特色的茗茶。
產地：台灣
容量：110 g × 6
保存期限：二年",品香,N/A,5,False,False,False,N/A,,#N/A,51400,51400
718748100260P-1,718748100260P,N/A,12297,台灣限定凍頂茶055 150g,665,0,"產於台灣南投縣鹿谷鄉鳳凰村茶區外觀緊結成半球型，
色澤墨緣、水色亮麗、香氣濃郁、滋味醇厚，是香氣與滋味並重的台灣特色茶。
產地：南投縣 鹿谷鄉
容量：150 g
保存期限：2年",嘉振,N/A,3,False,False,False,N/A,,#N/A,51100,51100
713517122528P-1,713517122528P,N/A,12297,台灣花茶香禮盒5入,550,0,"來自台灣五個鄉鎮的在地花茶，可以品嚐洛神花茶及洛神花茶的純粹原味，還有紅棗調和玫瑰的甘美滋味，以及溫辣老薑與檸檬草的絕妙口感，加上隱藏版的野薑花茶，都是令人驚豔的台灣味。
規格：                                                                                                         1.杭菊茶 12克/盒
2.檸香薑茶 3克 × 8入/盒
3.洛神花茶 10克/盒
4.玫瑰紅棗茶 3克 × 8入/盒
5.野薑花茶  6克/盒
產地：台灣
容量：76 g
保存期限：1年",曼寧,N/A,5,False,False,False,N/A,,#N/A,51300,51300
"QQATF172006P-1,QQATF172006P-2",QQATF172006P,N/A,12297,頭等紅玉 60g,1480,0,"與日月潭紅茶評鑑「頭等獎」同梯次採收的茶。
台茶18號(別名紅玉) 
亮紅的茶色和濃郁的茶氣，兼具印度阿薩姆的紮實渾厚與錫蘭UVA如森林般的強勁辛香，即有個性！擁有一股奇特且有深度的香味，除了有天然肉桂香氣外，還掺淡淡薄荷香，被日本知名茶葉專家讚譽具有「台灣香」，是世界唯一在臺灣的魚池才有的特有茶種，為了國際行銷，給紅玉一個英文名字叫RUBY，RUBY就是紅寶石的意思。
沖泡方式：適合中式沖泡法，此外，紅玉紅茶的製程與茶葉香氣、滋味與部分發酵茶類不同，若以傳統功夫茶壺沖泡，較難表現台灣紅茶特色，而用玻璃或瓷製茶具來沖泡條型全葉紅玉紅茶，更可呈現它獨特的香氣及滋味。
產地：台灣 日月潭
容量：60 g ± 3 g
保存期限：720天",臻紅,N/A,3,False,False,False,N/A,,#N/A,51200,51200
"716786362077P-1,716786362077P-2",716786362077P,N/A,12312,100%無添加原片鳳梨乾 90g,325,0,"以甜度高的土鳳梨/金鑽鳳梨於HACCP/ISO22000食品衛生認證廠製造，低溫烘焙果乾，完全無添加，保留鮮果原味及營養。

產地：台灣
容量：90 g
保存期限：360天",眼鏡伯,N/A,3,False,False,False,N/A,,#N/A,55100,55100
"716786362091P-1,716786362091P-2",716786362091P,N/A,12312,100%無添加芭樂乾微糖130g,260,0,"以台灣燕巢鄉生產出口用鮮果，於HACCP/ISO22000最高食品衛生認證廠製造，採最新果乾製造技術，低溫冷流烘乾製造程序，保留鮮果原味。

產地：台灣
容量：130 g
保存期限：360天
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",眼鏡伯,N/A,10,False,False,False,N/A,,#N/A,55100,55100
"711246100121P-1,711246100121P-2",711246100121P,N/A,12299,原味(低鹽)烏魚子 260g,2750,0,"「海烏」品質，永遠堅持！
烏魚子是海中極品御用食材，俗稱海底人參。「海烏」秉持60年傳統手工經驗，每一片烏魚子，均由國寶級老師父，嚴格篩選上等野生烏魚子，經採卵、綁線、清洗、去血、鹽漬、脫鹽、壓平、整形、乾燥、再整形、成品等，每一道嚴密的功法。「海烏」更不斷的創新與開發，不但保留傳統的Q彈口感，更有獨創的美味。「海烏」堅持以健康為訴求，所有產品均以低鹽製成。
產地：台灣
容量：260 g
保存期限：180天

&#8251;以包裝實際標示為準
&#8251;請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",海烏,N/A,5,False,False,False,N/A,,57000,,57000
"712856430769P-1,712856430769P-2,712856430769P-3",712856430769P,N/A,12299,綜合椰棗禮盒 250g,560,0,"使用新鮮精選的椰棗，搭配澳洲夏威夷豆和進口加州核桃。香脆堅果和軟Q椰棗，多層次口感；甜蜜椰棗搭配原味堅果，甜而不膩。營養成分極高，不但是居家休閒的好吃甜點，也是最佳的伴手禮。

產地：台灣
容量：250 g
保存期限：240天
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",喆喆品味,N/A,10,False,False,False,N/A,,57000,,57000
"712771428858P-1,712771428858P-3,712771428858P-4",712771428858P,N/A,12299,頂級烏金XO醬 180g,380,0,"頂級烏魚子的卵綿口感，高營養的雲林口湖烏魚卵是台灣獨有的特產之一，台灣人最常用高粱酒烤烏魚卵，而菊之鱻把它做成台灣烏金XO醬，綿密的口感,加上濃郁醬汁，可以將白飯捲上海苔，加幾匙烏金XO醬,搭配幾片黃瓜，就成了好吃的軍艦壽司，讓家裡就是一級壽司店。
一罐醬，一道菜，還能幫你變出更多好料理，讓每一道菜都變美味的秘密 就是菊之鱻。要讓每一道菜很美味可以很複雜,當然也可以很簡單，您可以大費周章地準備每一道菜或是選擇菊之鱻XO干貝醬，一匙醬就如一本食譜，美味餐點立刻上桌，還要讓家人天天把佳餚一掃而空。

產地：台灣澎湖
容量：180 g
保存期限：18個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",菊之鱻,N/A,10,False,False,False,N/A,,57000,,57000
716609650619P-1,716609650619P,N/A,12299,豆豉小魚 200g,285,0,"採用高品質堯魚以及嚴選屏東特產豆豉，堯魚吃起來不死硬，咬開後不苦，加上特選屏東豆豉，滋味甘甜不死鹹，再與向記獨家配方拌炒，口味與一般市面上豆豉魚干完全不同。

產地：台灣
容量：200 g
保存期限：12個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",向記,N/A,10,False,False,False,N/A,,57000,,57000
711926774796P-1,711926774796P,N/A,12304,奇美愛文芒果酥10入,475,0,"嚴選台灣在地愛文芒果，費時熬煮成酸甜的芒果醬，保留了果肉的口感。 加上進口奶油、高級麥芽糖，經過專業技術烘焙，鎖住芒果的酸甜原味，製成爽口不黏牙的「奇美愛文芒果酥」。

產地：台灣
容量：400 g
保存期限 : 常溫2個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",奇美,N/A,10,False,False,False,N/A,,53300,,53300
712905013974P-1,712905013974P,N/A,12304,台灣麻糬(綜合口味) 900g,220,0,"傳承古法精藝，發揚台灣鄉土文化特色，感受在地純樸、濃情的樸實口感，正宗台灣風味，是您不可錯過的精緻麻糬甜點！
紅豆-軟Q麻糬搭配口感綿密的紅豆內餡，雙層口感，完美組合搭配，絕品好滋味！
綠茶-嚴選台灣茶葉精製而成，搭配Q勁十足的麻糬外皮，口感清新，層次豐富，是目前最夯的伴手禮之一！
芋頭-嚴選台灣在地食材精製而成，搭配Q勁十足的麻糬外皮，雙層口感，香氣四溢，呈現最獨特的迷人風味！                        花生-嚴選台灣花生製成濃郁內餡，香氣四溢，再搭配Q勁十足的麻糬外皮，雙層口感，完美組合搭配，絕品好滋味！
芝麻-軟Q麻糬搭配營養價值極高的黑芝麻，雙重口感，完美組合搭配，絕品好滋味！

產地：台灣
容量：900 g
保存期限：9個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",三叔公,N/A,10,False,False,False,N/A,,53300,,53300
"710801132164P-1,710801132164P-3",710801132164P,N/A,12304,仲月禮盒(鹹蛋黃+芝麻),200,0,"內餡採用整粒飽滿的鹹蛋黃,酥脆爽口的鹹蛋黃酥搭配據說是從前奧林匹克大賽時期，參賽者的營養補給品，可說是流傳上千年的養生食品健康養生黑芝麻方塊酥，融合美味食材呈現多層次口, 逢年過節最貼心的伴手好禮。
鹹蛋黃餅
傳說嫦娥偷吃仙藥飛上月球，從此與丈夫后羿天地相隔，每到了中秋都會想到嫦娥的故事，也不免讓人想到中秋到來就要吃綿密可口的鹹蛋黃，老楊使用的台灣在地嚴選車城鹹蛋黃、巧勁揉製麵糰、烘焙製作出上百層次、讓人念念不忘的酥香滋味,顛覆傳統的滋味綿密酥香的鹹蛋黃口感勻稱的加入餅皮內,每口酥香的口感都漸漸散發出香濃的蛋黃香味，這絕對要體驗驚奇的口感讓你一口接一口不停歇.
芝麻
據說是從前奧林匹克大賽時期，參賽者的營養補給品，可說是流傳上千年的養生食品。老楊創新推出芝麻口味，每片方塊酥均添加了大量比例的芝麻，增添馥郁的幽香、帶甘的餘韻，與方塊酥融合成巧妙滋味。
產地：台灣
容量：280 g
保存期限 :300天",老楊,N/A,10,False,False,False,N/A,,53300,,53300
711587815173P-1,711587815173P,N/A,12308,脆片肉酥捲8入,230,0,"(采盟獨賣)
精選優良豬後腿肉混合獨家配料醃製入味，加入上等杏仁片、芝麻粒，以精湛的刀工薄切成片再經過高溫烘烤，烤出薄脆酥香的風味，再以純手工現烤捲疊，包入金黃肉酥夾心，爽口酥脆，無添加色素、無味精，愈吃愈對味！

產地：台灣
容量：90 g 
保存期限：100天
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",黑橋牌,N/A,10,False,False,False,N/A,,52300,,52300
711587815098P-1,711587815098P,N/A,12308,原味厚燒豬仔條 80g*2,250,0,"精選優質豬腿肉，以獨家特調配料自然醃製入味，再以直火燒烤至肉乾表面透出紅光，風味燻香甜潤， 裁切成厚度0.5cm的豬仔條肉乾，一次一條，食用方便免手撕，讓您輕鬆優雅的品嚐厚燒豬肉乾的軟嫩甜美滋味。 無添加色素、無味精，愈吃愈順口！

產地：台灣
容量：80 g x 2
保存期限：250天
&#8251;以包裝實際標示為準
&#8251;請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",黑橋牌,N/A,10,False,False,False,N/A,,52300,,52300
717677780925P-1,717677780925P,N/A,12310,潘朵拉禮盒(原味+養生+黃金) 550g,490,0,"潘朵拉的寶盒，既神秘又充滿希望，口味獨特並結合台灣在地食材，保留台灣的原始風情。

產地：台灣
容量：550 g
保存期限：六個月
&#8251;以包裝實際標示為準
&#8251;請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",櫻桃爺爺,N/A,10,False,False,False,N/A,,56100,,56100
710940003622P,710940003622P,N/A,12310,吃果籽芒果果凍6入,280,0,"芒果的橘黃，是夏季的顏色，熱情甜蜜的芒果果凍，搭配上QQ的椰果，果凍與椰果絕妙的雙重饗宴，融合了多種層次的口感，加上10%水果原汁，細細咀嚼後，嘴裡濃郁的果香餘韻，縈繞舌間久久不散，讓您無法忘懷！ 

產地：台灣             
容量：100 g x 6杯
保存期限：常溫12個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",豐喜,N/A,25,False,False,False,N/A,,56100,,56100
717677781076P-1,717677781076P,N/A,12310,手工法式牛軋糖 450g,385,0,"採用法國製糖工藝，在牛軋糖中加入焦糖，讓香濃的牛奶搭配濃郁的焦糖，產生絕妙的特殊風味。

產地：台灣
容量：450 g
保存期限：六個月
&#8251;以包裝實際標示為準
&#8251;請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",櫻桃爺爺,N/A,25,False,False,False,N/A,,56100,,56100
"718590423609P-1,718590423609P-2",718590423609P,N/A,12311,原味秀珍菇餅乾 20g*4入,190,0,"嚴選優質新鮮秀珍菇經由多道工序加工製成。清爽香脆的口感，散發獨特濃郁的香氣，簡單調味，大大提升了秀珍菇芬芳美味。採鋁箔袋小包裝，方便少量分次食用或與朋友分享。

產地：台灣
容量：20 g × 4入
保存期限：12個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",鹿窯菇事,N/A,25,False,False,False,N/A,,56200,,56200
711769744635P-1,711769744635P,N/A,12311,寶泉太陽餅(葷)16入,395,0,"多層次外皮酥薄香鬆，融合麥芽糖與蜂蜜的特製內餡， 甜而不膩化入口中餅香四溢，回味無窮~
採低脂、低糖、低膽固醇，天然健康美味！

產地：台灣
容量：800 g
保存期限 : 60天
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",寶泉,N/A,10,False,False,False,N/A,,56200,,56200
"710739770827P-1,710739770827P-2",710739770827P,N/A,12311,蜂蜜太陽餅(素)12入,285,0,"台中名產老店，傳承古法，堅持手工精緻，創新口感，香醇蜂蜜口味、搭配酥酥的餅皮，香甜不膩，獨特風味與口感，值得您細細品嚐。

產地：台灣
容量：600 g
保存期限：70天
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",傳統太陽堂,N/A,10,False,False,False,N/A,,56200,,56200
711288031261P-1,711288031261P,N/A,12313,芒果乾 500g,250,0,"嚴選成熟芒果，切片烘烤。果香四溢，香氣芬芳，美味爽口不膩，口感極佳，汁多纖維少，有酸酸甜甜的好味道。淡淡芒果香，令人回味。

產地：台灣
容量：500 g
保存期限：1年
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",順泰,N/A,10,False,False,False,N/A,,#N/A,55100,55100
4713183000564-1,4713183000564,N/A,12314,知味花生軟糖(香頌綜合)27入,230,0,"挑選台灣在地新鮮飽滿的花生果仁，獨到手工大鍋炒的方式，以黃金比例將花生和麥芽糖拌合成香Ｑ、不甜膩、不黏牙，完美鎖住花生的自然原味，強調不含防腐劑、色素及人工香料，一切保持自然原味。

產地：台灣
容量：(20 g±3 g) x 27入
保存期限：6個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",立義,N/A,10,False,False,False,N/A,,#N/A,55200,55200
713653607101P-1,713653607101P,N/A,12314,台灣土豆王竹炭花生 250g,180,0,"嚴選優質大顆花生仁，包裹入高溫窯燒的食用級竹炭粉，經由老經驗的師傅精心製作。一口咬下，帶有淡淡的碳香，融入花生富含的油脂，一口接一口，唇齒留香。

產地：台灣
容量 : 250 g ± 9 g
保存期限：六個月
※以包裝實際標示為準
※請於取貨時請再次確認成分、添加物、過敏源等資訊後，再予購買",冠億,N/A,10,False,False,False,N/A,,#N/A,55200,55200
I-TravelTSA,3AA176716116P,N/A,12333,"TSA 3-dial Combination Lock
TSA三碼海關鎖(黑)",390,0,"1.TSA 國際認證三碼海關鎖
2.智能顯示 (可顯示是否經海關開鎖 )
3.可承受到 60 K g",iTravel,N/A,10,False,False,False,N/A,,#N/A,42500,42500
